menu_start_game_0|Viking Conquest'e hoş geldiniz.
mno_appoint_npc2|{s10}'{.i} ata
mno_appoint_npc3|{s10}'{.i} ata
mno_appoint_npc4|{s10}'{.i} ata
mno_appoint_npc5|{s10}'{.i} ata
mno_appoint_npc6|{s10}'{.i} ata
mno_appoint_npc7|{s10}'{.i} ata
mno_appoint_npc8|{s10}'{.i} ata
mno_appoint_npc9|{s10}'{.i} ata
mno_appoint_npc10|{s10}'{.i} ata
mno_appoint_npc11|{s10}'{.i} ata
mno_appoint_npc12|{s10}'{.i} ata
mno_appoint_npc13|{s10}'{.i} ata
mno_appoint_npc14|{s10}'{.i} ata
mno_appoint_npc15|{s10}'{.i} ata
mno_appoint_npc16|{s10}'{.i} ata
mno_appoint_default|Bölgeden seçkin bir yurttaş ata...
menu_minister_confirm|{s9}'{.i} {s12}{.de}ki merkezinde bulabilirsin. Otoriteni sarsacak sorunların birikmemesi için onunla sık sık konuşman iyi olur...
menu_notification_court_lost|{s12}
menu_notification_player_faction_deactive|Artık hiç toprağın yok.
menu_notification_player_wedding_day|{s8}'{.nin} sana gönderdiği mesaja göre {s10}{.de}ki evlilik hazırlıklarınız tamamlanmıştır ve en kısa zamanda orada olmanız bekleniyor.
menu_notification_player_kingdom_holds_feast|{s11}
menu_notification_center_under_siege|{s1}  {s3}ndan {s2} tarafından kuşatıldı!^^Savunmadaki askerler silah ve taş depolayarak düşmana direnmeyi umuyorlar.
menu_notification_village_raided|Düşmanların bir tımarı yıkıp geçti.^^{s1} {s3}ndan {s2} tarafından yağmalandı.
menu_notification_village_raid_started|Köyün saldırı altında!^^{s3}ndan {s2} {s1}nü yakıp yıkıyor.
menu_notification_one_faction_left|Northlands Krallığı tek bir krallık tarafından ele geçirildi!^^{s1} tüm rakiplerini alt edip tek krallık olarak kaldı.^^Sen BRYTENWALDA'sın!
menu_notification_oath_renounced_faction_defeated|Eski tarafın yenildi!^^ {s1}na karşı savaşı kazandın! Böylece onlara olan bağlılık yeminini bozduğundan beri oluşan mücadelen bitmiş oldu.
menu_notification_center_lost|Bir mülkünü kaybettin!^^{s1} {s2} tarafından ele geçirildi.
menu_notification_troop_left_players_faction|İhanet!^^{s1} {s2}ndan ayrılıp {s3}na katıldı.
menu_notification_troop_joined_players_faction|Müjde!^^ {s1} {s2}ndan ayrılıp {s3}na katıldı.
menu_notification_war_declared|Savaş İlanı!^^{s1} {s2}'na savaş açtı!^{s57}^^Demirciler saban üretmeyi durdurup kılıç ve mızrak üretmeye başladılar. Savaş ilan edildi!
menu_notification_peace_declared|Barış anlaşması^^{s1} ve {s2} barış anlaşması imzaladılar!^{s57} ^^Bu iki halk aralarındaki kavgaya son verdiler. Bu başka bir savaşa hazırlanmak için geçici bir ateşkes de olabilir ya da barış samimi ve uzun vadeli olacaktır.
menu_notification_alliance_declared|İttifak Anlaşması!^^ {s1} ve {s2} ittifak kurdular!^{s57}^^İki krallık kaderlerini birleştirdiler ve artık daha güçlüler.
menu_notification_alliance_offer|{s1} seninle ittifak yapmak istiyor. Ne yapmak istersin?
mno_offer_accept|Kabul et.
mno_offer_reject|Geri çevir.
menu_notification_kingdom_reborn|İsyan!^^Yenilgiye uğramış {s13} halkı silahlarını kuşandılar ve {s14}, {s12} ' dan bir tımar aldı. {s13} restore edildi! Çok yaşa Kral!
menu_notification_center_restoration|Yerel İsyan!^^{s12} halkı silahlarını kuşandılar ve {s11} kurtarıldı.
menu_notification_faction_defeated|Taraf elendi!^^{s1} artık yok!
menu_notification_rebels_switched_to_faction|İsyan Başarılı!^^ İsyanın başarılı oldu! Artık tarafın {s12} liderliğinde {s11} adının tek hakimi.
menu_notification_player_should_consult|Bakanının sana gönderdiği habere göre ülkende önlem alınmadığı takdirde otoriteni sarsabilecek olaylar gelişmekte. Onunla en kısa zamanda konuşup yapılması gerekenleri gözden geçirmenizi istiyor.
menu_banquete_moral|Adamlarına silahlarını dışarıda bırakmalarını emrediyor ve kabul salonuna girip rütbelerine göre masanda yer almaya davet ediyorsun. En sevdiklerin en yakınında oturacak.^ Kızlar dolu dolu et ve içki ikram ediyorlar. Bu ziyafete büyük paralar harcadın çünkü adamların bunu hak ediyorlar.^ Seninle beraber kanlarını akıttılar, seninle beraber topraklarını fethettiler. Onlar senin sadık izleyicilerin.^ Saat ilerliyor. Çoğu kütük gibi sarhoşlar, bağırıp şarkılar söylüyorlar. Kimileri kusmaya koşuyorlar ve diğerleri kızların dikkatini çekmek için dövüş horozları gibi kavga ediyorlar.^ Arkanda bir ozan iktidarını ve başarılarını öven şarkılar söylüyor. Bir hükümdar gibi hareket ediyorsun, bir hükümdarsın...”halkının çobanı.”
mno_banquete_ok|İçinden geldiği gibi bağırıp gülerek içiyorsun.
mno_banquete_ok2|Ayık kalıyor, gerekli olandan fazlasını içmiyorsun.
menu_comprar_cattle2|Her biri {reg6} tutan {reg5} baş sığır var. Kaç tane satın almak istiyorsun?
mno_cattle_okc|Bir.
mno_cattle_ok2c|Beş.
mno_cattle_ok3c|Unut gitsin.
menu_notification_lady_requests_visit|Yaşlı bir kadın grubuna yaklaşıp adamlarından birine mühürlü bir mektup verdi. Senin adına gönderilen bu mektubu alıp mührü kırdığında gönderenin {s15} olduğunu anlıyorsun. Mektupta “Son ziyaretin beni çok mutlu etti. {s14} Şu andaki ikametim {s10}.{s12}” diye yazıyor.
mno_continuewo|Kadının metresine kısa bir süre sonra geleceğini bildirmesini söyle.
mno_continuewo2|Kadının metresine rahatsız olduğunuzu bildirmesini söyleyin.
menu_garden|{s12}
mno_nurse|Yaşlı kadınla beraber git.
mno_nurse2|Bahara kadar bekle.
menu_kill_local_merchant_begin|Kurbanını görüp izlemeye başlıyorsun ve o karanlık bir ara sokağa dalarken izliyorsun.. Bu kesinlikle saldırmak için en iyi fırsat olacaktır.
menu_debug_alert_from_s65|HATA AYIKLAMA UYARISI: {s65}
menu_auto_return_to_map|tökezleme
menu_bandit_lair|{s3}
mno_continue_1l|Sığınağa saldır...
mno_trade_withbanditsl|Haydutlara eşya sat.
mno_leave_no_attackl|Ayrıl...
mno_leave_victoryl|Devam...
mno_leave_defeatl|Devam...
menu_notification_player_faction_political_issue_resolved|Beylerine danıştıktan sonra {s10} {s11}{.i} {s12}'{.e} bahşetmeye karar verdi.
menu_notification_player_faction_political_issue_resolved_for_player|Beylerine danıştıktan sonra {s10} {s11}{.i} sana bahşetmeye karar verdi. İstersen bu şerefi geri çevirebilirsin ama bu durumda muhtemelen bir süre yeni ihsanlar alamazsın.{s12}
mno_accept|Şerefi kabul et
mno_decline|Şerefi reddet
menu_start_phase_3|{s1}
menu_start_phase_4|{s11}
menu_lost_tavern_duel|{s11}
menu_establish_court|Sarayını {s4}'{.a} kurmak için küçük bir tadilata ihtiyaç var. Bunun için bir alet takımı ve biraz gümüş gerekiyor. Ayrıca bazı takipçilerinin buraya taşınması biraz vakit alabilir. Devam etmek istiyor musun?
mno_establish|Sarayı {s4}'{.a} kur.
menu_notification_relieved_as_marshal|{s4} artık mareşal olarak hizmetlerine ihtiyacının kalmadığını iletti. Kraliyet adına {reg4} gün süren yürekli çabaların için sana içinde {reg5} pening olan bir kese hediye ediyor.
menu_monasterio_visit|Bir manastıra varıyorsun. Manastır bir kilise, rahipler ve hizmetçilerin odaları ve kümes hayvanlarıyla dolu bahçeler boyunca uzanıyor. Burası bir hazine değerinde!^^{s13}
mno_enter_interiorm|Başrahibi ziyaret et.
mno_enter_interiorm_door|Başrahibe.
mno_entermo|Manastırı ziyaret et.
mno_entermo_door|Ayrıl.
mno_monasterio_recruitm|Birinin sana katılmak isteyip istemediğini sor.
mno_donatemo|Manastıra bağış yap (500 pening).
mno_aprender_leermo|Okumayı öğrenin (4000 pening).
mno_convertirmo|Dinini Hristiyanlığa değiştir.
mno_camp_wait_heremo|Bir süre burada bekle.
mno_pillage_monasterymo|Manastırı yağmala.
mno_leavemo|Ayrıl.
menu_paganholysites_visit|Bir toprağa geliyorsun. Bu yerlerde, İskandinav’ın eski tanrıları ibadet edilir. Burası kesinlikle servet hazineleri! ^^ {s13}
mno_enter_hofho|Evi ziyaret et.
mno_enter_hofho_door|Ayrıl.
mno_hof_recruitho|Bir vahşi almaya çalış.
mno_donate_hofho|Ev için bağış yapın (500 pening).
mno_convertir_norsegho|Dinini Norse Tanrılarına Değiştir
mno_camp_wait_hereho|Bir süre burada bekle.
mno_pillage_hofho|Evi yağmala.
mno_leaveho|Ayrıl.
menu_saquear_monasterio|Kan ve hazine. En pervasız adamların {s3}e doğru ilerler, önlerine çıkan herkesi öldürüp zenginlikleri yağmalıyorlar. Ateş ve ölüm yeri süpürüyor. {reg3} pening değerinde savaş ganimeti ele geçiriyorsun.^^{s7}^^{s4}^
mno_backho|Mekandan ayrıl.
menu_saquear_paganholysite|Kan ve hazine. En pervasız adamların {s3}'e doğru ilerler ve önlerine çıkan herkesi öldürüp zenginlikleri yağmalıyorlar. Yangın ve ölüm yeri süpürüyor. {reg3} pening değerinde savaş ganimeti ele geçiriyorsun....^^{s7}^^{!}{s4}.
mno_backpa|Mekandan ayrıl.
menu_refugee_recruit_troops12|Askerlerine katılarak yeni bir hayat aramak isteyen dullar ve yetimler var.
mno_acept_themmo|Onları işe alın. (20 pening)
mno_back_to_town_menumo|Geri dön.
menu_refugee_recruit_troops22|Kimse sana katılmak istemiyor.
menu_refugee_recruit_troops32|Orduna katılmak isteyen çobanlar ve çiftçiler var.
mno_acept_themmo2|Onları işe alın. (60 pening)
menu_refugee_recruit_troops42|Orduna katılmak isteyen bir rahip ve bazı genç savaşçılar var.
mno_acept_themmo3|Onları işe alın. (400 pening)
menu_berserker_recruit_2troop|Sana katılabilecek iki ulfhednar var.
mno_acept_thempa|Hoş geldiniz!
mno_back_to_town_menupa|Geri dön.
menu_berserker_recruit_troop|Sana katılabilecek bir vahşi var.
mno_acept_thempa2|Hoş geldin!
mno_back_to_town_menupa2|Geri dön.
menu_nonberserker_avaiable_troop|Vahşi sana katılmak istemiyor.
menu_nonberserker_renown_low|Bir dilenciye benziyorsun, takip etmeye değecek bir lidere değil. Vahşinin birliğinize katılması için daha fazla ün (>1000) gerekir.
menu_panel_comandante|Savaştan önce...
mno_choice_1comm|Adamlarınızı heyecan verici bir konuşma ile çoşturun.
mno_choice_2comm|Düşmanını onurlu bir düelloya çağırın.
mno_choice_3comm|Skirmishers: Düşman ilerlemesini engellemek için adamlarınızı gönderin.
mno_choice_4comm|Tanrılar için bir fedakârlık yap.
mno_choice_5comm|Hiçbir şey yapma.
menu_escaramuza_1|Efendim, düşman komutanı sizin taktik becerilerinize üstün geldi. Biz daha hazırlanamadan düşmanın uzun menzilli silah kullanan savaşçıları tarafından yakalandık. Çok sayıda zaiyat var. Sizin kayıplarınız: {s8}
mno_defendiendo_1e|Lanet olsun!
menu_escaramuza_2|Adamlarımız zamanında sevk edildiler ve düşmanla temas ederek geri dönmeden önce onları ağır kayıplara uğrattılar.^^ Düşmanın kayıpları: {s8]
mno_defendiendo_2e|Aferin.
menu_escaramuza_3|Düşmana yaklaşan birliklerimiz düşman komutanının birliklerinin ilerleyişini korumak için uzun menzilli silah kullanan askerler konumlandırdığını gördüler. Adam kaybetmemek için askerleriniz saldırıya geçmeden geri döndüler.
mno_defendiendo_3e|Doğru.
menu_lucha_2_no|Düelloya gönüllü kimse yok.
mno_defendiendo_4e|Geri.
menu_lucha_1_d|Bir düşman savaşçısı orduna doğru ilerliyor ve bir taş atımı mesafede duruyor. İçki dolu kuzu derisinden bir matarayı boynundan çıkartarak yere atıyor. Kaslarını ısıtmak için zıpladığını görüyorsun. Pelerinini atıyor, elbisesini çıkartıyor ve sadece mızrak ve kalkan olduğu halde çıplak duruyor. Düşmanın şampiyonu bu, ordunu işaret ederek adamlarına meydan okuyor.^^Sen konuşmadan önce bir genç saflardan fırlayıp koşuyor. Tecrübeli bir asker değil, en yeteneklilerden biri de değil ama kesinlikle cesur.^^ Savaşçın şampiyonun düşmana doğru ilerliyor. Birbirlerinin etrafında dönerek karşıdakinin hareketlerini gözlüyorlar. Savaşçının sinirleri iflas ediyor ve mızrağıyla hamle yaparken kalkanını indiriyor. Düşman savaşçısı bundan yararlanıyor ve hızlıca mızrağını askerinin kalbine saplıyor...^^Düelloyu kaybettin.
mno_defendiendo_5e|Geri.
menu_lucha_2_v|Adamlarından biri saflardan ayrılarak düşmana doğru ilerliyor sonra dönüyor, giysisini yarıya kadar yukarı çekiyor ve kıçını gösteriyor. Düşmanın şampiyonlarından biri ona doğru öfkeli şekilde koşuyor ve mızrağını fırlatıyor. Adamının bir iki adım önüne düşen çılgın bir atış bu. Düşman daha sonra kılıcını çekerek çığlık atarak saldırıyor.^^Adamın hızla hazırlanıyor ve mızrağını sallayarak yerinde duruyor. Her biri hedefi bulmak için karşısındakinin kalkanını dövüyor.^^Dikkatle izlerken ilk kanın dökülüşünü görüyorsun, şampiyonun mızrağını düşmanının ağzına sapladığında da sonuncuyu. Nefesini toparladıktan sonra şampiyonun geri dönüyor ve adamlarına bağırıyor: “Ağzı için çok büyüktüm!”^^Düelloyu kazandın.
mno_defendiendo_6e|Geri.
menu_lucha_1_p|Düşman ordularının komutanı ordularının önünde duruyor ve seni işaret ederek düelloya çağırıyor.
mno_defendiendo_7e|Kabul et.
mno_defendiendo_8e|Geri.
menu_sacrificio_off|Tanrılar dua ve adaklarına sessiz kalıyorlar.
mno_sacri_1s|Geri.
menu_sacrificio_1|Kurban edilen hayvanların iç organları kurtlarla dolu: kötüye alamet.^^Belki de bugün savaşmamalısın.
mno_sacri_1s2|Geri.
menu_sacrificio_2|Kurban edilen hayvanların kanlarına baktığın zaman adamlarından birisi ufuğa doğru işaret ederek pençelerindeki yılanla havalanan kartalı gösteriyor. Güzel bir tanrı işareti gerçekten de.^^Düşmana saldırma zamanı geldi.
mno_sacri_1s3|Geri.
menu_sacrificio_3|Kurban bıçağını hayvanın boğazına doğru sapladığın anda ellerinden kaçıyor ve düşmanın önünde yere kapaklanmadan önce bir kaç yarda koşuyor. Bu sadece kötü bir işaret olabilir.^^Belki de bugün savaşa girmemelisiniz.
mno_sacri_1s4|Geri.
menu_sacrificio_4|Kurban edilen hayvanın bağırsaklarını eşelediğinde gümüş bir yüzük farkediyorsun. Bu sadece iyiye işaret olabilir.^^Savaşa hazırsın.
mno_sacri_1s5|Geri.
menu_discurso_off|Sen de öne çıkıyor ve küçümseyici birkaç söz etmeye çalışıyorsun ama ikna edici olamıyorsun. Sinirlerin seni ele veriyor ve tek bir kelime bile edemiyorsun.
mno_defendiendo_1_bd|Geri.
menu_discurso_1|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Köyünün genç adamları ve güzel kızları savaş yaralarını nerede aldığını sorduklarında şöyle diyeceksiniz:  “Britanya ve Hiberniya'nın gördüğü en büyük generalin yönettiği en büyük ordunun sancakları altında.”
mno_defendiendo_1_cd|Excelent speech. Geri.
menu_discurso_2|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Köyünün genç adamları ve güzel kızları savaş yaralarını nerede aldığını sorduklarında şöyle diyeceksiniz:  “Britanya ve Hiberniya'nın gördüğü en büyük generalin yönettiği en büyük ordunun sancakları altında.”
mno_defendiendo_1_dd|Normal speech. Geri.
menu_discurso_3|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Düşünün ki tam bu anda Bryten'in her yerinde korkaklar ve ihtiyarlar keçilerini güdüyor, tarlalarıyla uğraşıyor, bir hiç uğruna emek ve ter döküyorlar! Bizse burada özgür adamlar olarak duruyoruz. Bizim çabamız başlamak üzere. Kendi terimiz ve kanımız akmaya hazır. Ne için? Onur için! Zafer için! Refah için!”
mno_defendiendo_1_ed|Güzel konuşma. Geri.
menu_discurso_4|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Bütün bu topraklar boyunca bugün bu anda kaderimizle karşılaşmak için yol aldık. Bizler öldükten yıllar sonra bile isimlerimiz şarkılarda söylenecek. Bu savaş alanında bulacağımız görkemin şarkısını söyleyecekler!”
mno_defendiendo_1_fd|Güzel konuşma. Geri.
menu_discurso_5|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Kardeşlerim! Doğdunuz ve büyüyüp erkekler oldunuz. Dün yürüdük; bugün savaşıyoruz! Bugün düşmanlarımızın kanını dökerek onları yerle bir edeceğiz. Kalkanlarını parçalayacağız. Hayatlarınızın geçen her günü sizi buraya getirdi. Bugün kardeşlik içinde fethedeceğiz. Bu gece düşmanın masasında ziyafete oturacağız!”.
mno_defendiendo_1_gd|Güzel konuşma. Geri.
menu_discurso_6|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Erkekler!Kardeşlerim! Ne kadar uzun yollardan yürüdük. Ödülünüzse sizi bekliyor! Ödül, şan düşmanınızın inlemelerinden gelecek! Gidin şimdi! Kaderinize yürüyün! Ödülünüzü alın! Dövüşün! Dövüşün! Dövüşün!”
mno_defendiendo_1_hd|Geri.
menu_discurso_7|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Arkadaşlarım! Beni dinleyin! Bugün evlerimizde söylediğimiz şarkıları düşmanlarımızın kanlarıyla yazdığımız gündür! Özgür erkeklersiniz! Kimse topraklarımıza saldırıp bize masal okuyamaz. Karşımızdaki güruh kalabalık ama yuvaları için değil sizinkileri yağmalamak için dövüşüyorlar. Boyun eğecekler. Mızraklarınızı hazırlayın. Sağlam durun ve asla yılmayın! Hiçbir erkek karşımızdaki ayaktakımı kalabalığına toprağını ya da şerefini vermez. Dövüşün! Ölün ama asla teslim olmayın! Asla, asla, asla!”
mno_defendiendo_1_id|Güzel konuşma. Geri.
menu_discurso_8|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Erkekler kavgaya hazır düşmanlarımızın önünde duruyoruz. Çekin kılıcınızı! Sallayın mıraklarınızı! Bu kalkanlardan duvar bizim evimiz, o zaman hoş geldin diyelim düşmanlarımıza! Gelsinler! Kalkan duvarlar birbirine vursun! Tek ihtiyacınız bileğiniz ve kalbiniz. Bu kalkan duvar içinde duracaksınız kardeşlerim. Biliyorum ki buradaki her erkeğin göğsünde o kadar parlak bir ateş yanıyor ki bu duvarlar düşmanlarımızı koruyor bizi değil! Zafer bizim kaderimiz! Biz sunmadıkça kimse onu bizden alamaz!”
mno_defendiendo_1_jd|Güzel konuşma. Geri.
menu_discurso_9|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^"Hadi, aslanlarım! İlerleyip düşmanımızla savaş meydanında yüzleşelim! İçinde sizin gibi yiğitler olduğu sürece ne kılıç birliğimiz ne kalkan duvarımız bize kafa tutan o namert köpeklere yenilmeyecektir! Her biriniz gerçek birer erkek, her biriniz birer kahramansınız!  Eski kahramanlar gibi, gidip rakiplerimize katliamı yaşatalım! Bugün, bir karganın aç gözlü caniliğiyle düşmanlarımıza saldıralım!
mno_defendiendo_1_kd|Güzel konuşma. Geri.
menu_discurso_10|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Çocuklarınızı ve eşlerinizi hatırlayın. Evlerinizi ve atalarınızı hatırlayın. Tanrılarınızı ve uğrunda dövüştüğümüz herşeyi hatırlayın. Daha iyi bir dünya yaratmak için buradayız. Karşımızdakiler de bunu biliyor ve kararlılığımızdan korkuyorlar. Öyle korkuyorlar ki pantolonlarına işiyor ve mızrakları tutamayacak kadar titriyorlar. Erkekler! Kılıcım ve kalkanımla, kanım ve terimle sizinle beraberim. Sizin gibi devlerler omuz omuza olmaktan guruluyum. Erkekler, kaderimiz bizi bekler. Gidip onu yakalamanın zamanıdır!”
mno_defendiendo_1_l|Güzel konuşma. Geri.
menu_discurso_11|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Bu yangın yerinden dışarı çıkalım ve düşmanlarımızın karşısına dikilelim. Ölenler tanrılarımızla buluşacak. Ölmeyenlerin isimleri onurlandırılacak. İlk ben gidiyorum, yaptığımı yapın. Tanrılar şahidim olsun ki sizi asla terketmeyeceğim, kardeşlerim ve yoldaş şövalyelerim!”
mno_defendiendo_1_ll|Geri.
menu_discurso_12|Birliklerini teftiş ederek aralarında dolaşıyorsun. Onlarla konuşurken bugünün önemini onlara aktarmak için her bir adamının gözlerinin içine bakıyorsun.^^”Güneş bu akşam düşmanlarımızın üzerine batacak ama biz bahar günündeki güneş gibi parlayacağız. Şimdi gergin ve titrer halde olabilirsiniz ama titreyen elleriniz onlarınkiyle karşılaştırılınca hiçbir şey değil. Şimdi rüzgardaki güz yaprakları gibiler, biz ise kükreyen fırtınayız onları çayırlara dağıtacak olan, bir daha görülemesinler diye. Sallayın mızraklarınızı. Ağaçlarını budayan fırtına olun. Bu topraklar sizin -bu ormanlar, bu tepeler, bu tarlalar- öyle olacak mevsimler mevsimleri, yıllar yılları izledikçe, sonsuza kadar!”
mno_defendiendo_1_m|Excellent speech. Geri.
menu_doccinga_messenger|Bir çiftçi sefil katırını döverek yaklaşıyor. Önünde duruyor, nefes alıp bağırıyor:^^'Boğa Boyun Sven Doccinga üzerine üç gemiyle ilerliyor! Thonkrik seni uyarmam için yolladı beni. {s4} gelmeyecek, bizi kaderimize terketti!^Haberi diğer asilzadelere de vereceğim ama onlar Dan ve Frisialılar hakkında tasalanmıyorlar. Lütfen yardımınıza ihtiyacımız var. Halkımı kurtarın!^^Çiftçi katırını tekmeliyor ve sürerek uzaklaşıyor. “Halkımı kurtarın” sözleri bir sıkıntının yankısı olarak aklında kalıyor.
mno_choice_01mess_1|Devam
menu_doccinga_messenger2|Dörtnala bir haberci yaklaşıyor. Önünde duruyor, bir nefes alıp bağırıyor:^^”Thonkrik Doccinga'ya gelmenizi istiyor {playername}. Son savaşta Boğa Boyun Sven'in Viking akıncılarından birini tutsak aldı.^Onu sorgulamanın ilginizi çekeceğini düşünüyor ve bir an önce kendisini görmeye gelmenizi istiyor.Thonkrik  İskandinavların kralı esiri istemeden önce ne kadar daha elinde tutabileceğini bilmiyor.”
mno_choice_01mess2_1|Thonkrik'e mesajın alındığını söyle.
menu_doccinga_c_assault|Doccinga yakınlarındaki bir tepeden kasaba hakının kaçıştığını görüyorsun. Daha cesur olanlar ve kralın adamlarından bazıları sahilde bir kalkan duvarı kurmaya çalışıyor, mallarını korumak ya da en kötü durumda sevdiklerinin kaçmasını güvenceye almak için.^Uzakta denizde üç Viking gemisi seçiyorsun. Bu mesafeden iyi göremiyorsun ama savaşçı dolu olduklarını tahmin etmek zor değil.^^Boğa Boyun Sven'in gemine saldırdığı deniz savaşına gidiyor aklın ister istemez. Şimdi en sonunda yüce Viking'le karşılaşacaksın.^^Doccinga'dan koşarak ayrılan bir adamı seçiyor gözlerin. Savaşçıya benziyor. Seni farkedince sana doğru yöneliyor...
mno_choice_01ass_1d|Doccinga'ya yardım et ve savaşçıyla tanış.
mno_choice_doccinga|Daha fazla adam silah altına almam lazım.
mno_encounter_save|Daha sonra geri döneceğim. Doccinga bekleyebilir.
menu_doccinga_c_assaultnoche|Gece ilerledi ve adamlarının dinlenmeye ihtiyaçları var. Sabah geri gel.
mno_choice_01assault_3d|Devam.
menu_noaccessallowed|Partinde çok fazla adam oluşu insanlara, saldırmayı planlıyormuşsun korkusu verebilir. Şimdilik kampa bir miktar asker bırakmak isteyebilirsin.
mno_choice_01nall_3d|Devam.
menu_doccinga_c_assault2|Köye yaklaşırken Doccinga'dan kaçanların oluşturduğu kuyruğu görüyorsun. Tüm mallarını alarak yürüyor ve ağır arabalar çekiyorlar, bu yüzden çok yavaş hareket edebiliyorlar. Eğer Vikingleri sahilde durduramazsan tüm kaçanlar kılıçlarının önünde ölecekler.
mno_choice_01ent_1e|Doccinga'yı girin.
menu_doccinga_victory|Dirseğinden eline kan damlıyor. Çevrende sadece ölüm var ve kulakların can çekişenlerin inlemeleriyle dolu.^^Yenilen Vikingler denize döndüler, geride birçok ölü ve yaralı bıraktılar ama bedel ağır oldu.^^Boğa Boyun Sven saldıranların arasında değildi ve bu seni şaşırtıyor zira gemiler onunkilerdi. Nefret ettiğin düşmanın neredeydi peki?^^Thonkrik'in sözleri kulağında yankılanıyor. Belki de Kennemer kralına bir ziyaretin zamanı geldi. Bazı açıklamalar yapması gerekecek.
mno_choice_01vic_1|Devam
menu_frisa_proscrito|Kennemer jarlı tarafından Doccinga'yı terketmen için verilen süre doldu. Artık Friese'de bir kanun kaçağısın.
mno_choice_01poc_1a|Devam
menu_thiaderd_muerto|Savaş sert oldu. Thiaderd'in adamları aslanlar gibi dövüştüler ama askerlerin haklarından gelmeyi başardı.^^Thiaderd'in cansız bedeni de adamlarının arasında. Sen görevini yaptın, geriye kalan Thiaderd'in biraz ilerdeki kampını yağmalamak.
mno_choice_01_1ath|Devam
menu_thiaderd_battle|Savaş kaçınılmaz. Thiaderd Reginhard'ı görünce öfkeden kuduruyor ve adamlarına saldırı emrini veriyor.
mno_choice_01_thiaderd|Savaşa!
menu_camp_thiaderd|{s5}
mno_talk_to_thiaderd|Adamlarla konuş.
mno_kill_thiader_fam|Hepsini öldür, kampı ateşe ver ve alabildiğin kadar fazla para al onlardan.
mno_loot_thiader_fam|Haydut yatağını yağmala ama kalanların canını bağışla.
mno_no_kill_thiader_f|Biz katil değiliz! Bırakın huzur içinde yaşasınlar.
mno_choice_farmth|Daha çok adam almam gerek.
mno_encounter_savefarmth|Ayrıl.
menu_frisa_beach|Denizden esen rüzgar yüzünü yalıyor. Kafanın üzerinde martıları duyuyorsun ve tuz kokusu gittikçe güçleniyor. Uzakta gizli bir sahilde bir geminin silüetini seçiyorsun. Thonkrik'in sana bahsettiği gemi bu... senin gemin.
mno_enterbea|Sahile doğru yürüyün.
mno_leavebea|Daha sonra gel.
menu_sven_lair|Bir nehir kıyısında bir Viking kalesi farkediyorsun. Sven'in inini buldun!^Gemiler için ufak bir limanı da olan savunması kolay, iyi bir yer. Duvarın arkasında, evlerin arasında bazı savaşçılar görüyorsun. Farkedilmeden hepsini sayamazsın ama bir kaç düzine gibiler. Kalenin ortasında satılmak üzere bekleyen tutsaklar görüyorsun. Annen onlar arasında olabilir mi?
mno_talk_to_fort_leader|Kale komutanıyla bir görüşme talep et.
mno_enter_to_buy_prisoners|Kaleye gir ve tutsakları satın al.
mno_initial_attack|Sürpriz Saldırı
mno_nosurprise_attack|Topyekün Saldırı
mno_conquestsl_attack0|Sven'in adamları ordumu izliyorlar. Daha sonra dönmeliyim.
mno_conquestsl_attack|Sven'in sığınağını ele geçir!
mno_choice_fort|Daha fazla adam silah altına almam lazım.
mno_encounter_savefort|Ayrıl.
